name,x,y,z,w,time stamp
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,1.115966E+11,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,-2.273737E-13,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,8.601946E-39,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,5.739719E-42,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,8.601946E-39,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,1.401298E-45,0,3.398933E-10,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,7.286752E-44,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,1.401298E-45,0,3.290669E-41,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,1.122567E+11,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,2.821186E-37,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,1.444447E-34,8.547921E-44,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,5.829402E-43,4.484155E-44,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:51
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,1.293002E+11,0,1.43493E-42,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,1.124453E+11,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,1.444447E-34,8.547921E-44,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,8.881784E-15,2.802597E-45,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,1.294145E+11,0,1.43493E-42,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,5.605194E-45,2.417852E+24,-1.275182E-43,2.522337E-44,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,1.444447E-34,-4.62224E-32,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,1.401298E-45,0,3.290669E-41,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,1.43493E-42,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,3.401288E-40,1.121039E-44,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,1.123187E+11,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,1.444447E-34,4.62224E-32,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,1.295569E+11,0,1.43493E-42,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,1.401298E-45,0,3.290669E-41,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,1.130609E+11,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,1.401298E-45,0,3.290669E-41,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,1.854017,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:52
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,9.957938E-22,0,4.568233E-43,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,1.277448E+11,0,1.278765E+11,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,-2.351088E-38,NaN,NaN,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,1.85402,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,4.59972E-40,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,1.278448E+11,0,1.278434E+11,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,5.535129E-43,7.006492E-45,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,1.27691E+11,0,2.354181E-43,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,-2.351088E-38,NaN,NaN,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,NaN,NaN,NaN,NaN,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,1.278877E+11,0,1.391674E+11,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,1.199511E-42,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,NaN,NaN,0,1.279306E+11,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,9.486791E-43,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,4.591495E-41,1.854054,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,1.277162E+11,0,1.277149E+11,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,1.854057,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,1.277345E+11,0,1.277278E+11,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,3.678745E-40,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,1.108674E+11,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,1.401298E-45,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,2.69659E-27,0,1.43493E-42,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:53
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,NaN,NaN,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,1.43493E-42,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,9.094427E-42,NaN,NaN,NaN,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,2.802597E-45,NaN,0,1.279877E+11,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,1.120105E+11,0,1.120105E+11,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,8085.918,0,8071.137,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,NaN,NaN,NaN,NaN,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,1.282591E+11,0,1.282578E+11,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,1.283163E+11,0,1.39149E+11,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,2.827131E-27,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,5.675259E-43,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,7.006492E-45,NaN,NaN,NaN,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,1.283006E+11,0,3.363116E-44,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,1.122104E+11,0,1.122314E+11,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,1.199511E-42,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,8083.316,0,8084.355,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,1.122261E+11,0,1.121065E+11,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,NaN,NaN,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:54
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,1.285163E+11,0,1.328334E+11,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
Patient,0,0,0,0,2020/9/5 15:48:55
